Tender_ID,Tender_Title,Department,Procurement_Category,Location,Tender_Date,Closing_Date,Estimated_Cost_INR,Contract_Value_INR,Winning_Vendor_ID,Winning_Vendor,Number_of_Bidders,Bid_Amounts_INR,Contract_Duration_Days,Procurement_Method,Other_Bidder_1_ID,Other_Bidder_2_ID,Contract_to_Estimate_Ratio,Bid_Spread_Percent,Payment_Amount_INR,Contract_Status,Investigation_Case_ID,Seed_Investigation_Pattern,Seed_Case_Reason
T-5300,Electrical Equipment Procurement - Kalaburagi Zone,Health Department,Electrical Equipment,Kalaburagi,2024-09-06,2024-09-24,2683519.66,2416409.36,V-1020,Vendor A21,7,2404280.69|2563827.26|2670459.1|2685244.12|2728127.42|2862009.52|2878710.93,573,Open Tender,,,0.9,19.733,2129429.25,Payment Pending,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5301,Vehicle Maintenance Procurement - Kalaburagi Zone,Water Resources Department,Vehicle Maintenance,Kalaburagi,2026-03-30,2026-04-12,711286.95,657629.74,V-1021,Vendor A22,7,647962.15|668326.19|683173.06|693692.89|714911.39|721210.04|746135.86,40,e-Procurement,,,0.925,15.151,406722.0,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5302,Vehicle Maintenance Procurement - Shivamogga Zone,Water Resources Department,Vehicle Maintenance,Shivamogga,2024-08-08,2024-09-11,491991.34,455860.93,V-1022,Vendor A23,6,445778.91|452979.86|453527.2|474821.4|508626.67|529840.68,329,Open Tender,,,0.927,18.857,437855.94,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5303,Electrical Equipment Procurement - Bengaluru Zone,Water Resources Department,Electrical Equipment,Bengaluru,2026-01-01,2026-01-14,539281.56,496095.7,V-1020,Vendor A21,7,488987.69|516413.08|547545.21|555613.52|564041.69|575455.97|576096.63,210,Open Tender,,,0.92,17.814,472163.14,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5304,Road Infrastructure Procurement - Belagavi Zone,Energy Department,Road Infrastructure,Belagavi,2024-04-10,2024-04-28,11434008.52,10425200.18,V-1021,Vendor A22,9,10169390.03|10527264.19|10608506.34|10615921.58|10836725.69|10974649.75|10988421.9|12162404.26|12244802.85,602,e-Procurement,,,0.912,20.408,8801532.76,Active,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5305,IT Equipment Procurement - Tumakuru Zone,Education Department,IT Equipment,Tumakuru,2024-08-13,2024-09-17,1809057.22,1691350.07,V-1022,Vendor A23,10,1634750.36|1640215.91|1675326.87|1679725.65|1696622.11|1697508.38|1725606.9|1832120.07|1926396.13|1937118.65,590,Open Tender,,,0.935,18.496,1441885.01,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5306,Water Infrastructure Procurement - Udupi Zone,Rural Development Department,Water Infrastructure,Udupi,2025-03-08,2025-04-17,8513430.59,7702856.43,V-1020,Vendor A21,2,7504338.85|8669601.16,268,Open Tender,,,0.905,15.528,4255078.03,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5307,Electrical Equipment Procurement - Mangaluru Zone,Energy Department,Electrical Equipment,Mangaluru,2026-03-21,2026-04-21,3591875.14,3534058.78,V-1021,Vendor A22,7,3438179.47|3489067.1|3502156.1|3578994.77|3733973.08|3781789.26|3855307.67,143,e-Procurement,,,0.984,12.132,3509999.63,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5308,School Infrastructure Procurement - Bengaluru Zone,Rural Development Department,School Infrastructure,Bengaluru,2025-08-10,2025-09-02,1342852.86,1227901.13,V-1022,Vendor A23,10,1198416.97|1224265.0|1240987.42|1265338.54|1289594.48|1316734.42|1356505.17|1402664.31|1407162.95|1416444.87,91,Limited Tender,,,0.914,18.193,1160396.86,Active,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5309,School Infrastructure Procurement - Mangaluru Zone,Transport Department,School Infrastructure,Mangaluru,2024-12-30,2025-02-04,4039714.08,3767829.71,V-1020,Vendor A21,5,3699702.59|3832094.36|3946986.85|4274938.62|4353296.14,473,e-Procurement,,,0.933,17.666,3589979.86,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5310,Electrical Equipment Procurement - Bengaluru Zone,Water Resources Department,Electrical Equipment,Bengaluru,2025-08-26,2025-10-07,2338730.1,2070543.79,V-1021,Vendor A22,7,2068301.2|2076493.85|2120963.19|2258442.34|2276856.94|2341488.31|2420345.05,682,e-Procurement,,,0.885,17.021,1753046.69,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5311,Water Infrastructure Procurement - Bengaluru Zone,Public Works Department,Water Infrastructure,Bengaluru,2026-03-14,2026-04-12,1614375.25,1492723.66,V-1022,Vendor A23,5,1439130.52|1578021.56|1674168.44|1714100.19|1725887.14,515,Open Tender,,,0.925,19.926,1052600.24,Payment Pending,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5312,Vehicle Maintenance Procurement - Belagavi Zone,Transport Department,Vehicle Maintenance,Belagavi,2026-02-27,2026-03-28,485074.12,462752.54,V-1020,Vendor A21,8,461572.75|464920.95|470284.39|483873.76|495648.89|497686.22|506474.8|506771.06,465,Open Tender,,,0.954,9.792,440606.08,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5313,Vehicle Maintenance Procurement - Belagavi Zone,Health Department,Vehicle Maintenance,Belagavi,2026-08-08,2026-09-05,784093.28,698092.48,V-1021,Vendor A22,10,690971.82|692228.38|704323.66|715320.09|774298.4|779522.63|817132.39|832643.61|838724.12|840665.03,558,Open Tender,,,0.89,21.664,475528.46,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5314,Vehicle Maintenance Procurement - Dharwad Zone,Health Department,Vehicle Maintenance,Dharwad,2026-02-01,2026-02-24,1534833.81,1433089.04,V-1022,Vendor A23,6,1402580.83|1420415.34|1503625.42|1535830.04|1612593.76|1650700.42,175,Open Tender,,,0.934,17.69,1151086.06,Completed,CASE-005,Bid Rotation,A recurring sequence of vendors appears across consecutive comparable tenders.
T-5315,School Infrastructure Procurement - Mysuru Zone,Education Department,School Infrastructure,Mysuru,2025-06-12,2025-07-03,5340066.57,5139184.52,V-1022,Vendor A23,7,5069815.36|5109926.59|5160434.31|5216361.83|5314956.41|5534209.85|5547276.59,689,Open Tender,,,0.962,9.418,3057192.63,Active,,,
T-5316,Vehicle Maintenance Procurement - Bengaluru Zone,Public Works Department,Vehicle Maintenance,Bengaluru,2025-06-05,2025-06-23,1313484.69,1204137.02,V-1017,Vendor A18,12,1176778.54|1190388.16|1220003.35|1224820.54|1257994.8|1274109.01|1327761.34|1329244.79|1341581.79|1377792.27|1385074.85|1399078.55,523,Open Tender,,,0.917,18.891,1161847.77,Completed,,,
T-5317,IT Equipment Procurement - Mysuru Zone,Education Department,IT Equipment,Mysuru,2025-01-23,2025-02-05,7341556.33,6876294.43,V-1038,Vendor B13,7,6862115.28|6931893.15|7111676.2|7233039.34|7470428.85|7541941.43|7879871.87,492,Open Tender,,,0.937,14.832,4217552.54,Completed,,,
T-5318,Office Supplies Procurement - Tumakuru Zone,Public Works Department,Office Supplies,Tumakuru,2024-12-16,2025-01-01,230232.83,209300.27,V-1049,Vendor B24,6,202917.84|226276.59|226664.07|232121.88|237777.85|238491.98,347,Open Tender,,,0.909,17.531,136297.08,Completed,,,
T-5319,School Infrastructure Procurement - Shivamogga Zone,Education Department,School Infrastructure,Shivamogga,2024-04-28,2024-05-29,4490103.12,4013176.46,V-1044,Vendor B19,6,3978549.09|4140746.06|4364675.73|4615449.9|4707084.67|4709052.1,103,Open Tender,,,0.894,18.361,3215197.94,Payment Pending,,,
T-5320,School Infrastructure Procurement - Bengaluru Zone,Water Resources Department,School Infrastructure,Bengaluru,2025-06-02,2025-07-05,6055018.45,5668963.07,V-1009,Vendor A10,6,5587017.42|5591752.54|5617545.51|5679277.89|5826313.55|6181000.92,515,Request for Proposal,,,0.936,10.631,5067156.44,Active,,,
T-5321,IT Equipment Procurement - Mangaluru Zone,Education Department,IT Equipment,Mangaluru,2024-11-19,2025-01-02,1337553.78,1210847.44,V-1107,Vendor E4,4,1180417.0|1201521.22|1292673.78|1376771.71,618,Open Tender,,,0.905,16.634,1003439.07,Active,,,
T-5322,School Infrastructure Procurement - Kalaburagi Zone,Transport Department,School Infrastructure,Kalaburagi,2025-06-17,2025-07-08,7534286.82,6737417.07,V-1098,Vendor D21,5,6709394.52|7859907.17|7913698.94|8001026.37|8112778.95,554,Request for Proposal,,,0.894,20.917,4409371.73,Completed,,,
T-5323,Road Infrastructure Procurement - Belagavi Zone,Public Works Department,Road Infrastructure,Belagavi,2026-06-04,2026-06-15,3208635.16,2892032.07,V-1002,Vendor A3,8,2840977.64|2935360.0|2990902.81|3108928.53|3156193.05|3174547.37|3282087.03|3287064.53,99,Open Tender,,,0.901,15.702,1591844.93,Completed,,,
T-5324,School Infrastructure Procurement - Tumakuru Zone,Energy Department,School Infrastructure,Tumakuru,2026-01-07,2026-02-08,3923907.16,3710987.85,V-1070,Vendor C19,2,3686867.8|3810173.21,120,e-Procurement,,,0.946,3.344,3305442.79,Payment Pending,,,
T-5325,Medical Supplies Procurement - Dharwad Zone,Municipal Administration,Medical Supplies,Dharwad,2026-05-01,2026-05-28,2131569.64,2009025.85,V-1092,Vendor D15,4,1988992.19|2088745.7|2201816.05|2219720.09,195,Open Tender,,,0.943,11.6,1995652.36,Completed,,,
T-5326,Water Infrastructure Procurement - Mangaluru Zone,Water Resources Department,Water Infrastructure,Mangaluru,2025-04-23,2025-05-04,3381646.68,3105174.84,V-1047,Vendor B22,4,3045657.52|3124862.95|3371525.52|3651535.56,379,e-Procurement,,,0.918,19.893,2839560.99,Payment Pending,,,
T-5327,IT Equipment Procurement - Hubballi Zone,Energy Department,IT Equipment,Hubballi,2025-01-09,2025-01-23,1403384.32,1261808.2,V-1019,Vendor A20,6,1248818.09|1256107.19|1266525.44|1273055.23|1307246.66|1410697.27,500,e-Procurement,,,0.899,12.963,955306.13,Completed,,,
T-5328,Office Supplies Procurement - Kalaburagi Zone,Water Resources Department,Office Supplies,Kalaburagi,2025-07-13,2025-08-02,836701.56,783290.62,V-1092,Vendor D15,5,764845.82|809384.56|813943.35|868344.96|879909.97,126,Request for Proposal,,,0.936,15.044,749370.43,Completed,,,
T-5329,IT Equipment Procurement - Bengaluru Zone,Education Department,IT Equipment,Bengaluru,2024-01-21,2024-03-01,960424.07,862115.35,V-1065,Vendor C14,4,857711.86|969319.5|969517.77|1003036.03,441,Request for Proposal,,,0.898,16.943,633164.63,Completed,,,
T-5330,IT Equipment Procurement - Dharwad Zone,Public Works Department,IT Equipment,Dharwad,2025-08-18,2025-09-08,2346482.51,2174402.06,V-1081,Vendor D4,6,2095051.55|2282480.83|2343054.8|2432960.39|2452090.8|2467716.08,705,Limited Tender,,,0.927,17.788,1709559.12,Completed,,,
T-5331,Office Supplies Procurement - Dharwad Zone,Public Works Department,Office Supplies,Dharwad,2025-11-19,2025-12-14,959575.0,882425.49,V-1089,Vendor D12,8,852063.67|868463.59|895886.71|905007.52|959130.21|970228.2|981707.08|1011333.69,340,Limited Tender,,,0.92,18.692,674798.18,Payment Pending,,,
T-5332,Water Infrastructure Procurement - Dharwad Zone,Health Department,Water Infrastructure,Dharwad,2024-03-30,2024-04-29,4642682.3,4530883.78,V-1045,Vendor B20,3,4412340.05|4499826.28|4956213.28,229,Request for Proposal,,,0.976,12.326,3404645.36,Completed,,,
T-5333,Vehicle Maintenance Procurement - Belagavi Zone,Rural Development Department,Vehicle Maintenance,Belagavi,2026-02-26,2026-03-29,4653587.37,4210988.65,V-1113,Vendor E10,7,4180180.94|4268819.55|4270347.88|4413830.01|4603771.98|4637239.39|4799381.05,436,Open Tender,,,0.905,14.813,3784987.55,Completed,,,
T-5334,Electrical Equipment Procurement - Dharwad Zone,Water Resources Department,Electrical Equipment,Dharwad,2025-02-15,2025-03-24,2008165.63,1822365.59,V-1116,Vendor E13,6,1777872.55|1877318.73|1898414.92|1907602.48|2006698.26|2062477.88,250,e-Procurement,,,0.907,16.008,1434285.56,Completed,,,
T-5335,Medical Supplies Procurement - Udupi Zone,Rural Development Department,Medical Supplies,Udupi,2026-05-22,2026-06-02,2872923.92,2636706.23,V-1000,Vendor A1,8,2568848.73|2572652.55|2713375.99|2716964.73|2725428.56|2822840.44|2874220.35|2974564.37,233,e-Procurement,,,0.918,15.794,1825978.93,Completed,,,
T-5336,Office Supplies Procurement - Belagavi Zone,Transport Department,Office Supplies,Belagavi,2025-01-02,2025-01-12,538808.33,510101.42,V-1108,Vendor E5,6,492094.03|493105.56|499516.62|527425.55|536630.77|550901.36,565,Open Tender,,,0.947,11.95,339814.86,Completed,,,
T-5337,Electrical Equipment Procurement - Udupi Zone,Education Department,Electrical Equipment,Udupi,2024-01-16,2024-02-17,1401586.34,1292401.89,V-1078,Vendor D1,9,1277338.63|1315318.41|1320143.68|1347056.69|1358970.17|1399816.03|1424973.04|1444987.15|1509253.25,344,Limited Tender,,,0.922,18.156,732774.16,Active,,,
T-5338,Office Supplies Procurement - Bengaluru Zone,Transport Department,Office Supplies,Bengaluru,2025-06-21,2025-07-01,915908.67,913026.22,V-1031,Vendor B6,3,888959.59|979237.37|983379.45,217,Open Tender,,,0.997,10.621,741777.03,Completed,,,
T-5339,Water Infrastructure Procurement - Dharwad Zone,Energy Department,Water Infrastructure,Dharwad,2024-02-05,2024-03-01,12666744.9,11768410.06,V-1050,Vendor B25,6,11394015.8|11476882.65|11569421.19|11646268.82|12776765.59|13486869.5,710,Open Tender,,,0.929,18.368,7690451.64,Completed,,,
T-5340,Vehicle Maintenance Procurement - Udupi Zone,Health Department,Vehicle Maintenance,Udupi,2025-01-18,2025-02-10,1514226.76,1594976.0,V-1114,Vendor E11,2,1584605.31|1632828.38,88,e-Procurement,,,1.053,3.043,983558.32,Completed,,,
T-5341,Office Supplies Procurement - Kalaburagi Zone,Health Department,Office Supplies,Kalaburagi,2025-05-09,2025-05-28,582480.98,569289.0,V-1040,Vendor B15,8,548740.29|557181.89|562693.25|563581.22|586049.87|601368.46|603531.76|618617.64,200,Open Tender,,,0.977,12.734,480607.14,Active,,,
T-5342,Medical Supplies Procurement - Tumakuru Zone,Water Resources Department,Medical Supplies,Tumakuru,2025-03-08,2025-03-21,1703227.56,1540937.87,V-1008,Vendor A9,6,1500101.47|1554216.0|1591301.96|1606389.24|1617903.63|1768414.48,111,Limited Tender,,,0.905,17.886,1319881.34,Active,,,
T-5343,School Infrastructure Procurement - Shivamogga Zone,Public Works Department,School Infrastructure,Shivamogga,2025-12-20,2026-01-26,4103830.72,3721373.85,V-1101,Vendor D24,7,3625252.49|3784906.65|3829014.2|3832674.22|4284134.17|4357910.72|4431603.93,81,Request for Proposal,,,0.907,22.243,3306327.91,Active,,,
T-5344,Medical Supplies Procurement - Hubballi Zone,Transport Department,Medical Supplies,Hubballi,2025-01-08,2025-01-21,1874375.89,1748639.19,V-1066,Vendor C15,6,1682588.61|1686996.41|1751310.97|1777742.64|1791271.91|1955332.35,566,e-Procurement,,,0.933,16.21,1358009.99,Completed,,,
T-5345,School Infrastructure Procurement - Mangaluru Zone,Rural Development Department,School Infrastructure,Mangaluru,2024-11-06,2024-11-25,5620732.03,5602834.63,V-1030,Vendor B5,4,5504656.52|5599113.1|5893838.32|5990310.25,712,Open Tender,,,0.997,8.823,5335717.09,Active,,,
T-5346,Vehicle Maintenance Procurement - Shivamogga Zone,Health Department,Vehicle Maintenance,Shivamogga,2026-02-05,2026-02-20,1620126.53,1486225.44,V-1012,Vendor A13,2,1436858.85|1631444.64,217,Limited Tender,,,0.917,13.542,1443651.38,Payment Pending,,,
T-5347,School Infrastructure Procurement - Bengaluru Zone,Health Department,School Infrastructure,Bengaluru,2025-04-28,2025-05-27,11060319.83,10172629.44,V-1089,Vendor D12,10,9796791.51|10074658.99|10115230.45|10346142.49|10496828.73|10727795.69|11108942.75|11119537.94|11157030.84|11684067.8,517,e-Procurement,,,0.92,19.264,9290834.62,Active,,,
T-5348,IT Equipment Procurement - Belagavi Zone,Water Resources Department,IT Equipment,Belagavi,2024-07-29,2024-08-29,1312746.93,1176414.94,V-1049,Vendor B24,12,1157176.74|1210553.02|1216396.29|1217368.12|1266193.41|1271446.26|1309709.56|1320106.31|1343745.66|1347461.0|1368707.23|1373117.43,298,Open Tender,,,0.896,18.661,983502.97,Active,,,
T-5349,Office Supplies Procurement - Bengaluru Zone,Education Department,Office Supplies,Bengaluru,2026-01-16,2026-02-18,597546.86,578976.89,V-1025,Vendor A26,7,568714.32|583227.66|583909.12|593465.82|621546.5|635402.17|644830.16,687,Limited Tender,,,0.969,13.384,397568.63,Active,,,
T-5350,School Infrastructure Procurement - Kalaburagi Zone,Energy Department,School Infrastructure,Kalaburagi,2026-02-23,2026-03-29,1849443.98,2744544.99,V-1069,Vendor C18,6,1798842.98|1807583.0|1863161.63|1935156.32|1959917.81|1973317.16,682,Limited Tender,,,1.484,9.699,2723481.2,Active,CASE-010,Bid Spread Anomaly,Bid spread is unusually narrow relative to comparable procurements.
T-5351,Vehicle Maintenance Procurement - Shivamogga Zone,Health Department,Vehicle Maintenance,Shivamogga,2024-09-07,2024-09-22,1170312.41,1090921.91,V-1024,Vendor A25,5,1049586.03|1127929.22|1150948.93|1196158.01|1246753.8,461,e-Procurement,,,0.932,18.785,734584.57,Completed,,,
T-5352,IT Equipment Procurement - Mysuru Zone,Education Department,IT Equipment,Mysuru,2025-09-06,2025-09-26,3234338.89,2942203.03,V-1091,Vendor D14,6,2897079.31|3006827.39|3060276.32|3243718.12|3423527.72|3485332.62,532,e-Procurement,,,0.91,20.305,1886527.68,Completed,,,
T-5353,IT Equipment Procurement - Dharwad Zone,Water Resources Department,IT Equipment,Dharwad,2025-10-16,2025-11-25,1130102.56,1058548.5,V-1042,Vendor B17,5,1017914.28|1055257.43|1062173.84|1077239.33|1153248.27,261,Open Tender,,,0.937,13.295,792820.38,Completed,,,
T-5354,Medical Supplies Procurement - Tumakuru Zone,Education Department,Medical Supplies,Tumakuru,2024-10-30,2024-12-06,1929497.25,1752339.41,V-1089,Vendor D12,5,1742629.31|1749677.71|1938659.94|2023728.45|2044890.44,458,e-Procurement,,,0.908,17.345,1008608.46,Active,,,
T-5355,Electrical Equipment Procurement - Kalaburagi Zone,Education Department,Electrical Equipment,Kalaburagi,2026-01-25,2026-02-05,3067072.85,2827894.8,V-1065,Vendor C14,5,2822266.05|2876393.14|3192895.96|3220507.92|3283154.32,702,Open Tender,,,0.922,16.33,2800527.87,Active,,,
T-5356,Vehicle Maintenance Procurement - Mangaluru Zone,Municipal Administration,Vehicle Maintenance,Mangaluru,2024-08-07,2024-08-21,1363811.04,1229914.78,V-1001,Vendor A2,15,1204074.12|1213658.89|1234407.77|1257486.14|1288376.71|1293349.63|1363636.09|1382176.63|1391459.19|1394825.81|1408965.02|1423312.92|1423609.85|1446510.01|1460182.4,42,Open Tender,,,0.902,21.27,1002128.54,Completed,,,
T-5357,Road Infrastructure Procurement - Tumakuru Zone,Energy Department,Road Infrastructure,Tumakuru,2025-01-05,2025-02-03,15991901.89,14961560.92,V-1097,Vendor D20,8,14882700.08|15527998.82|15678043.32|16077723.72|16482775.25|16643391.03|16688579.73|17203919.68,537,e-Procurement,,,0.936,15.597,11978651.2,Payment Pending,,,
T-5358,School Infrastructure Procurement - Kalaburagi Zone,Transport Department,School Infrastructure,Kalaburagi,2025-07-04,2025-08-04,4194836.89,3872884.63,V-1043,Vendor B18,7,3776331.12|3799601.53|3887515.13|3990185.31|4214248.79|4295510.29|4353329.54,237,e-Procurement,,,0.923,15.279,3273007.05,Active,,,
T-5359,Medical Supplies Procurement - Bengaluru Zone,Energy Department,Medical Supplies,Bengaluru,2024-05-25,2024-06-17,2078058.22,1888411.67,V-1059,Vendor C8,9,1861495.4|1877310.75|1908352.06|1948859.82|2016250.61|2017074.47|2025917.39|2070295.02|2183281.03,634,Open Tender,,,0.909,17.286,1460989.78,Completed,,,
T-5360,Vehicle Maintenance Procurement - Shivamogga Zone,Education Department,Vehicle Maintenance,Shivamogga,2025-03-15,2025-04-25,656996.08,599207.67,V-1109,Vendor E6,2,585440.4|650976.37,46,Request for Proposal,,,0.912,11.194,338209.94,Completed,,,
T-5361,IT Equipment Procurement - Belagavi Zone,Municipal Administration,IT Equipment,Belagavi,2025-09-04,2025-10-04,10354119.9,9315425.81,V-1073,Vendor C22,10,9184434.13|9461303.38|9606231.8|9743433.26|9747550.18|9780802.38|10065597.78|10238378.7|10254124.72|11077419.73,719,Open Tender,,,0.9,20.611,7690257.37,Active,,,
T-5362,Road Infrastructure Procurement - Tumakuru Zone,Energy Department,Road Infrastructure,Tumakuru,2024-05-13,2024-06-25,19103026.44,17750126.07,V-1065,Vendor C14,6,17103407.22|17718286.31|17903699.94|18680006.2|19347671.38|19572077.09,492,Limited Tender,,,0.929,14.434,15483048.81,Completed,,,
T-5363,Water Infrastructure Procurement - Kalaburagi Zone,Public Works Department,Water Infrastructure,Kalaburagi,2024-06-30,2024-08-02,7722589.52,7014386.89,V-1030,Vendor B5,5,6991472.08|7071605.78|7288927.96|7557372.63|8195075.57,138,Limited Tender,,,0.908,17.215,5173370.41,Active,,,
T-5364,Road Infrastructure Procurement - Udupi Zone,Education Department,Road Infrastructure,Udupi,2024-12-03,2025-01-12,1496552.34,1370835.98,V-1071,Vendor C20,5,1318138.87|1332537.31|1350981.5|1396297.48|1518120.5,462,e-Procurement,,,0.916,15.172,1221117.4,Completed,,,
T-5365,Water Infrastructure Procurement - Shivamogga Zone,Transport Department,Water Infrastructure,Shivamogga,2025-02-06,2025-03-09,4637088.11,4370293.61,V-1100,Vendor D23,5,4261480.95|4266782.16|4371361.97|4656152.89|4896908.55,195,e-Procurement,,,0.942,14.911,2850089.53,Active,,,
T-5366,IT Equipment Procurement - Belagavi Zone,Health Department,IT Equipment,Belagavi,2025-12-06,2026-01-09,1835427.78,1669465.74,V-1049,Vendor B24,8,1625260.49|1678827.64|1679373.81|1763341.68|1800684.48|1862094.47|1881235.28|1979904.64,50,e-Procurement,,,0.91,21.821,1084442.32,Completed,,,
T-5367,IT Equipment Procurement - Dharwad Zone,Rural Development Department,IT Equipment,Dharwad,2024-05-28,2024-07-11,1924378.84,1731252.13,V-1049,Vendor B24,4,1717190.44|1866672.18|1974383.26|2035510.38,130,e-Procurement,,,0.9,18.537,1077942.75,Active,,,
T-5368,Road Infrastructure Procurement - Belagavi Zone,Health Department,Road Infrastructure,Belagavi,2024-08-30,2024-09-10,5061036.95,5005871.33,V-1094,Vendor D17,3,4971900.58|4987153.53|5022162.63,428,Limited Tender,,,0.989,1.011,3591200.29,Payment Pending,,,
T-5369,Electrical Equipment Procurement - Shivamogga Zone,Public Works Department,Electrical Equipment,Shivamogga,2024-08-09,2024-09-05,3033538.25,2685928.36,V-1114,Vendor E11,8,2670838.79|2724009.43|2725644.2|2730755.72|2790255.33|2825334.41|3057001.23|3276129.84,585,Open Tender,,,0.885,22.663,2501016.74,Active,,,
T-5370,School Infrastructure Procurement - Belagavi Zone,Education Department,School Infrastructure,Belagavi,2025-01-14,2025-02-19,1752647.79,1585310.82,V-1115,Vendor E12,7,1560285.69|1585556.83|1632962.02|1660533.0|1683334.22|1716373.39|1874581.8,129,e-Procurement,,,0.905,20.143,1462545.03,Completed,,,
T-5371,Medical Supplies Procurement - Belagavi Zone,Public Works Department,Medical Supplies,Belagavi,2024-04-12,2024-05-09,1531376.81,1434441.3,V-1036,Vendor B11,7,1380017.06|1384784.82|1405920.84|1459929.48|1540015.8|1564218.2|1592158.23,393,Open Tender,,,0.937,15.372,1036055.2,Completed,,,
T-5372,Water Infrastructure Procurement - Hubballi Zone,Rural Development Department,Water Infrastructure,Hubballi,2026-04-14,2026-05-02,1589059.63,1491218.88,V-1019,Vendor A20,7,1448955.12|1466865.03|1468631.65|1510926.9|1522539.54|1531688.69|1609981.45,333,Open Tender,,,0.938,11.113,1215497.63,Payment Pending,,,
T-5373,Electrical Equipment Procurement - Kalaburagi Zone,Public Works Department,Electrical Equipment,Kalaburagi,2026-03-03,2026-03-26,1719027.63,1566615.71,V-1018,Vendor A19,7,1525541.34|1552490.16|1611473.15|1625425.62|1646357.78|1819375.23|1828220.51,423,Limited Tender,,,0.911,19.841,1369797.61,Completed,,,
T-5374,IT Equipment Procurement - Hubballi Zone,Municipal Administration,IT Equipment,Hubballi,2024-04-14,2024-05-26,4135334.51,3729395.63,V-1075,Vendor C24,6,3719631.44|3889750.03|3928573.46|4166948.66|4406920.58|4450795.55,265,e-Procurement,,,0.902,19.657,2455967.57,Completed,,,
T-5375,Water Infrastructure Procurement - Bengaluru Zone,Water Resources Department,Water Infrastructure,Bengaluru,2025-09-14,2025-10-28,6475978.52,6001712.77,V-1108,Vendor E5,9,5967629.1|6258536.19|6284568.15|6427609.99|6435584.91|6623122.29|6686043.09|6822732.4|6950785.31,228,e-Procurement,,,0.927,16.475,3755052.55,Completed,,,
T-5376,School Infrastructure Procurement - Mysuru Zone,Municipal Administration,School Infrastructure,Mysuru,2024-10-07,2024-11-20,7843355.55,7521676.4,V-1045,Vendor B20,3,7390813.22|8038745.94|8130302.54,590,Open Tender,,,0.959,10.006,7427228.19,Active,,,
T-5377,Water Infrastructure Procurement - Hubballi Zone,Energy Department,Water Infrastructure,Hubballi,2024-08-06,2024-08-25,10909846.92,10452547.66,V-1032,Vendor B7,7,10188573.91|10206211.55|10744573.04|10860068.94|11064171.78|11179395.57|11637344.15,144,Limited Tender,,,0.958,14.22,8653672.48,Completed,,,
T-5378,School Infrastructure Procurement - Tumakuru Zone,Public Works Department,School Infrastructure,Tumakuru,2024-08-26,2024-09-08,4224648.91,3860401.99,V-1011,Vendor A12,8,3797450.28|3823903.71|3918350.07|3943505.87|4044144.99|4073838.4|4454037.67|4544809.33,282,Open Tender,,,0.914,19.681,3828117.74,Active,,,
T-5379,IT Equipment Procurement - Udupi Zone,Energy Department,IT Equipment,Udupi,2025-02-18,2025-03-25,4731117.63,4265301.14,V-1051,Vendor B26,8,4170345.67|4198894.02|4232538.35|4422333.09|4653721.97|4727577.41|4834953.45|5090687.74,261,Request for Proposal,,,0.902,22.069,2994199.58,Payment Pending,,,
T-5380,Vehicle Maintenance Procurement - Shivamogga Zone,Health Department,Vehicle Maintenance,Shivamogga,2025-01-09,2025-02-20,1162383.1,1104428.32,V-1016,Vendor A17,5,1082623.69|1148805.75|1169223.43|1169850.81|1209065.03,305,Request for Proposal,,,0.95,11.679,956837.23,Active,,,
T-5381,Road Infrastructure Procurement - Shivamogga Zone,Water Resources Department,Road Infrastructure,Shivamogga,2026-08-25,2026-10-05,19407395.67,17502540.74,V-1024,Vendor A25,9,17186572.65|17231506.72|18035900.04|19135895.28|19409471.36|19955882.47|20290860.15|20532389.58|20835254.31,608,Request for Proposal,,,0.902,21.23,11379655.55,Completed,,,
T-5382,Vehicle Maintenance Procurement - Shivamogga Zone,Rural Development Department,Vehicle Maintenance,Shivamogga,2025-08-20,2025-09-06,1092653.77,1025938.71,V-1090,Vendor D13,4,992240.48|1058333.73|1084226.87|1100030.07,436,Request for Proposal,,,0.939,10.863,684855.21,Completed,,,
